letter_num,description,mss_ocr,edition,salutation,valid_mss,text,pase_refs,pase_keys,scripture_ref,start_page,end_page
Ep. 176,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Adalhard 1', 'Alcuin 1']","['9839', '1142']",NEEDS MANUAL VALIDATION,291,292
Ep. 177,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,"T, T*, P, P*, L",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']","[['Ch9', 'Tim', '3-1'], ['Ecclo', '11', '6']]",292,294
Ep. 178,"Alevinus Carolo regi respondet. De prospero rerum eventu gratulatur. Clementiam
suadet. De Leone III papa praeter spem sano gaudet, De discipulis suis mittendis quaerit.
Significat, quare Turonis quam Romae esse malit. Regi Romam ituro lacta optat.

799 Aug.

","Codd. T fol. 29'—31 (T fol. 26'—27), P fol. 117'—119', L fol, 174—177', K 1 fol. 10—20', K2 p. 54—56, AI p, 88—89 n. 56%,","Ed . C7, Q 13, F 93, J 119. — Migne col. 309.",DOMINO DILECTISSIMO ATQUE OMNI HONORE DIGNISSIMO DAVID REGI FLACCUS VETERANUS MILES PERPETUAM IN CHRISTO SALUTEM.,"T, T*, P, L, K1, K2, A1",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']",NEEDS MANUAL VALIDATION,294,296
Ep. 179,"Alevinus Arnoni archiepiscopo Salisburgensi respondet se libenter ad Leonem III
papam accessurum eique ab epistolis futurum fuisse, si et per valetudinem suam licuisset
et Carolus rea sese vocavisset. Orimina in papam collata eidem abiuranda esse negat.
Hortatur, ut papae causam defendat. 799 Aug.

","Codd. 1 fol. 149—151' (S 1 fol. 61'—63!), D fol. 240'—-2498,","Ed , F 92a, J 120. — Migne col. 324.",DOMINO BEATISSIMO ET MERITO PERPETUAE CARITATIS ALIS AMPLECTANDO AQUILAE EPISCOPO HUMILIS LEVITA ALCHVINUS SALUTEM.,"S1, S1*, D",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,296,298
Ep. 180,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,B,False,"['Leo 1', 'Alcuin 1']","['2009', '1142']",NEEDS MANUAL VALIDATION,298,298
Ep. 181,"Alevinus Adalhardum abbatem Corbeiensem reprehendit, quod, quae condiciones inter
Carolum regem et Leonem III papam convenissent, ad se non retulerit, Se in coenobium
S. Martini Turonense redire nuntiat. Sperat fore, ut ad se accedat. 799 Sept.

",Cod. H fol. 94'—95'.,"Ed . F 172, J 121. — Migne col. 309.","ALCVINI EPISTOLAR. 181. 299 PRIMA LITTERA! PRIMAE?, ET QUINTA DECIMA SEXTAE‘, SACRATUS IN GRADIBUS NUMERUS PERFECTO IN OPERIBUS DEI SALUTEM.",H,False,"['Adalhard 1', 'Alcuin 1']","['9839', '1142']",NEEDS MANUAL VALIDATION,298,300
Ep. 182,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,Cod. Paris 2388,False,['Alcuin 1'],['1142'],"[['Ecclo', '11', '6'], ['CE', 'Prov', '16-9']]",300,307
Ep. 183,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,S. Mariae Remensis,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,307,308
Ep. 184,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"S1, S1*, D",False,"['Arno 1', 'Alcuin 1', 'Candidus 2']","['9847', '1142', '12979']",NEEDS MANUAL VALIDATION,308,310
Ep. 185,"Alevinus Arnoni archiepiscopo Salisburgensi scribit ex ducum quorundam limiti

praefectorum obitu timorem maioris mali sibi nasci. Arnonem vigilem esse vult.

799 Oct. Nov.
",CodCod. H fol. 94'—95'.,"Ed Ed . F 172, J 121. — Migne col. 309.",,"H, S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,310,311
Ep. 186,"Alevinus Arnoni archiepiscopo Salisburgensi pro litteris muneribusque Roma sibi
missis gratias agit, sinistram suspicionem a se amovet, Leoni papae, Paulino patriarchae,
Petro archiepiscopo se commendari cupit, ad pacis restituendae studium hortatur.

a. 799 exeunte.
",Codd. S1 fol. 141-144 (S1 fol. 48'—53').,"Ed . M16, F 102, J 126. — Migne col. 366.",VENERANDO PATRI AQUILAE EVANGELICAE ALBINUS SALUTEM.,"S1, S1*",False,"['Alcuin 1', 'Anonymi 1923', 'Arno 1']","['1142', '9991', '9847']",NEEDS MANUAL VALIDATION,311,313
Ep. 187,"Alevinus monachos Gothiae ad bonos mores cohortatur. Petit ut pro se precentur,
Munera mittit. Adversus periculum instans eorum animos confirmat. e 799.

","Codd. H fol. 20—22', T fol. 102—103'.","Ed . Q.99, F' 95, J 247. — Migne col. 334.",SANCTISSIMIS IN CHRISTI CARITATE FRATRIBUS DEOQUE IN DIVERSIS GOTHIAE PARTIBUS FIDELITER SERVIENTIBUS HUMILIS LEVITA> ALCHVINUS SALUTEM.,"H, T*",False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,313,315
Ep. 188,"Alevinus Carolum regem, Caroli imperatoris filium, laudat et confirmat. De Ludovico
Aquitaniae rege. 793—800.

","Codd, H fol. 19-20, L fol. 207—208'.","Ed . F 179, J 245. — Migne col. 354.",DOMINO MERITO INSIGNI REGALIQUE HONORE DIGNISSIMO CAROLO! FILIO ALBINUS TRIUMPHALEM IN CHRISTO SALUTEM.,"H, L",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']",NEEDS MANUAL VALIDATION,315,316
Ep. 189,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Alcuin 1', 'Cyneberht 8', 'Anonymi 1924', 'Anonymous 762']","['1142', '9992', '9994', '9993']",NEEDS MANUAL VALIDATION,316,317
Ep. 190,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"H, A1*",False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,317,318
Ep. 191,"Alevinus de intermisso cum Ricbodo archiepiscopo Trevirensi litterarum commercio
queritur; ad horam expetit quaedam Leonis et Bedae scripta. Ad Sanctum Martinum
invitat, + ¢. 796 — ¢, 800.

","Cod. H fol. 18'—19%,","Ed . F 197, J 197. — Migne col. 442.",MACHARIO PATRIARCHAE! ALBINUS SALUTEM.,H,False,"['Alcuin 1', 'Bede 1']","['1142', '424']",NEEDS MANUAL VALIDATION,318,318
Ep. 192,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Theodulf 1', 'Alcuin 1']","['10088', '1142']",NEEDS MANUAL VALIDATION,318,319
Ep. 193,"Alevinus Arnoni archiepiscopo Salisburgensi scribit de suo erga eum amore. Se
diligenter se praeparare ad disputationem cum Felice episcopo Urgellitano habendam.
Sperat fore, ut aestate eum videat. De Candido; de libris remittendis; de Hildegario;
de Adelberto et Alimo episcopo Sabionensi; de festo omnium sanctorum ',

","Codd. 81 fol. 145'—148' (S 1 fol. 57'—61). 800 ante Mart, 19.","Ed . M 18, F 76, J 134. — Migne col. 294.",AQUILAE INTER OMNES ALPINE CELSITUDINIS AVES CARISSIMO ALBINUS SALUTEM.,"S1, S1*",False,"['Arno 1', 'Alcuin 1', 'Candidus 2']","['9847', '1142', '12979']",NEEDS MANUAL VALIDATION,319,321
Ep. 194,"Alevinus Arnoni archiepiscopo Salisburgensi pro muneribus missis gratias agit.
Addit de disputatione cum Felice episcopo Urgellitano habenda; cui et Paulinum patri-
archam Aquileiensem et Arnonem interesse cupit. De libris remittendis; de Adelberto.

800 Mart. 19.
","CodCodd. 81 fol. 145'—148' (S 1 fol. 57'—61). 800 ante Mart, 19.","Ed Ed . M 18, F 76, J 134. — Migne col. 294.",,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,321,322
Ep. 195,"Alevinus Gislae abbatissae Calensi, sorori Caroli regis, et Rotrudae filiae eiusdem
mittit partem commentarii in evangelium Iohannis. Scribit se iussu regis in emendando
testamento et vetere et novo occupatum esse. 800 ante Apr. 19.

","CodCodCodd. 81 fol. 145'—148' (S 1 fol. 57'—61). 800 ante Mart, 19.","Ed Ed Ed . M 18, F 76, J 134. — Migne col. 294.",,G,False,"['Gisla 1', 'Richtrud 1', 'Alcuin 1']","['1208', '1209', '1142']","[['CE', 'Prov', '16-9'], ['Exech', '33', '11'], ['Ezech', '38', '12']]",322,323
Ep. 196,"Gisla abbatissa Calensis, soror Caroli regis, et Rodtruda filia regis Alevinum hor-
tantur, ut coeptam evangelii Iohannis explanationem sibi absolvat. 800 post Apr. 19.

","Codd. 8. Galli 275 (G) p. 8—5, Monae. (S. Emmer.) 14891 (E) fol. 4—5, P fol. 131'—133 (P fol. 88—90), Valentian, 76 (74) fol.1—1', quem contulerunt Bethmann et Sackur; Parisinus 12279 s. X. fol. 59 (0). Exstat etiam in codd. eccl. cathedr. Coloniens. CVII s. IX. fol. 2—3, Dusseldorp. B 4 saec. X. (Pertz Arch, XI, 747).","Ed . Quercetanus col. 373—376, Frobenius I, 460—461, J 137. — Migne col. 738.",VENERANDO PATRI NOBISQUE CUM SUMMO HONORE> AMPLECTANDO ALBINO MAGISTRO@ SALUTEM.,"G, E, P, P*, O",False,['Alcuin 1'],['1142'],"[['Ezech', '38', '12'], ['Tool', '9', '13'], ['Eeeli', '5', '8'], ['Lune', '15', '18-21']]",323,325
Ep. 197,"Alevinus Carolum regem de mortua Liutgarda regina consolatur precesque pro ea
addit. 800 Iun, 4. aut paulo post.

","Codd. T fol. 38'—39' (T fol. 35), L fol. 196'—199°,","Ed . Q 21, F 90, J 138. — Migne col, 320.",DOMINO PIISSIMO ET PACIFICO REGI ET PRAESTANTISSIMO TRIUMPHATORI AETERNAE BEATITUDINIS GLORIAM ET SALUTEM.,"T, T*, L",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']",NEEDS MANUAL VALIDATION,325,326
Ep. 198,"Alevinus Carolum regem de carorum amicorum morte consolatur’. 800?

","Codd. T fol. 39'—41' (T fol. 36~87), L fol. 199-2078,","Ed . Q 22, F 91, J 124. — Migne col. 321.",DOMINO DESIDERABILI ET VERE BEATISSIMO DAVID REGI FLACCUS ALBINUS SALUTEM.,"T, T*, L",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']","[['Lune', '15', '18-21'], ['Tor', '17', '14'], ['Eeele', '12', '7'], ['Tit', '2', '12']]",326,329
Ep. 199,"Felix episcopus Urgellitanis significat praesente Carolo rege de adoptione et nun-
eupatione convictum ab erroribus suis se recessisse. Hortatur, ut etiam ipsi in viam
rectam redeant. 800 medio mense Iunio.

","CodCodd. T fol. 39'—41' (T fol. 36~87), L fol. 199-2078,","Ed Ed . Q 22, F 91, J 124. — Migne col. 321.",,S. Mariae Remensis,False,,,NEEDS MANUAL VALIDATION,329,330
Ep. 200,"Alevinus Laidrado Lugdunensi et Nefridio Narbonensi episcopis ac Benedicto
Anianensi abbati, Caroli regis iussu iam iterum ad oppugnandas haereses ituris, suos
adversus Elipandum Toletanum episcopum scriptos libros dedicat. Se Dei voluntate in
Francorum regnum ad Carolum pervenisse putat. 800.

","Codd. P fol. 27'—30' (P fol. 6'—8), Paris. 2388 (Colbert.) s. XIV. (Pa) fol. 7"".","Ed . Quercetanus col. 925—930 ex cod, S. Mariae Remensis, Frobenius I, 860, J 140. — Migne CI, 231.",DOMINIS IN CHRISTI CARITATE VENERABILIBUS ATQUE DILECTISSIMIS LAIDRADO EPISCOPO LUGDUNENSI ET NEFRIDIO EPISCOPO NARBONENSI ET BENEDICTO ABBATI> SIMULQUE SANC- TISSIMIS NOBISQUE VALDE HONORABILIBUS GOTHIAE PROVINTIAE PARTIBUS EPISCOPIS4 ABBATIBUS ET FRATRIBUS HUMILLIMUS SANCTAE ECCLESIAE FILIUS ALBINUS SALUTEM.,"P, P*, Pa",False,"['Benedict 4', 'Elipant 1', 'Alcuin 1']","['1146', '1174', '1142']",NEEDS MANUAL VALIDATION,330,333
Ep. 201,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"P, Pa",False,"['Benedict 4', 'Alcuin 1']","['1146', '1142']",NEEDS MANUAL VALIDATION,333,335
Ep. 202,"Alevinus Carolum regem rogat, statuat, utrum maius suum adversus Felicem epi-
scopum Urgellitanum opus publicetur neene. 800.

",Cod. Parisinus 2386 saec. IX. fol. 4 sq.,"Ed . Baluzius Miscellanea IV, 413—415, Frobenius I, 787, J 142. — Migne CI, 126.",MAXIMO ATQUE INVICTISSIMO 'TRIUMPHATORI ATQUE CLEMENTISSIMO REGNORUM RECTORI CAROLO REGI FRANCORUM ET LANGOBARDORUM AC PATRICIO ROMANORUM HUMILIS LEVITA ALCVINUS SALUTEM.,Paris 2386,False,"['Charlemagne 1', 'Alcuin 1', 'Felix 4']","['247', '1142', '1172']",NEEDS MANUAL VALIDATION,335,336
Ep. 203,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,Paris 2386,False,"['Charlemagne 1', 'Felix 4', 'Alcuin 1', 'Bede 1', 'Gregory 1']","['247', '1172', '1142', '424', '280']",NEEDS MANUAL VALIDATION,336,337
Ep. 204,"Alevinus virginem quandam nobilem (Gundradam ?) de dogmate contra adoptianos instruit.
",CodCod. Parisinus 2386 saec. IX. fol. 4 sq.,"Ed Ed . Baluzius Miscellanea IV, 413—415, Frobenius I, 787, J 142. — Migne CI, 126.",,"H, T*",False,"['Gundrada 1', 'Alcuin 1', 'Candidus 2']","['1207', '1142', '12979']",NEEDS MANUAL VALIDATION,337,340
Ep. 205,"Alevinus abbatibus et monachis Gothiae respondet. De suo adversus Felicem epi-
scopum Urgellitanum libello per Benedictum abbatem Anianensem ad eos misso; de maiore
opere mittendo. De adoptione et nuncupatione, Stabilitatem et perseverantiam suadet.

800 medio mense Iunio.

","Cod. Parisinus 2390 (Colbert. 4310) s. XI. fol. 84'—85's,","Ed . Baluzii Miscell. I, 377-381, Aguirre Coll. cone. Hisp. IV, 118, F 94, J 145.— Migne col. 332.","ALBINUS HUMILIS CHRISTI FAMULUS ET SERVIENS SANCTI MARTINI OMNIBUS ABBATIBUS FRATRIBUS ET FILIS, QUI SUNT GOTHIAE> PARTIBUS, IN CHRISTO KARISSIMIS AETERNE BEATITUDINIS SALUTEM.",Paris 2390,False,"['Alcuin 1', 'Felix 4']","['1142', '1172']",NEEDS MANUAL VALIDATION,340,342
Ep. 206,"Alcvinus Nifridio episcopo Narbonensi Benedictum abbatem Anianensem commendat.

800 medio mense Iunio.
",Cod. H fol. 63'.,"Ed . F 202, J 146. — Migne col. 488.",DILECTO PATRI NIFRIDIO EPISCOPO ALCHVINUS SALUTEM.,H,False,"['Benedict 4', 'Alcuin 1']","['1146', '1142']","[['Tit', '2', '12'], ['Le', '2', '35'], ['Ine', '12', '96']]",342,343
Ep. 207,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Arno 1', 'Alcuin 1', 'Felix 4', 'Candidus 2']","['9847', '1142', '1172', '12979']","[['Ine', '12', '96'], ['Mate', '6', '8']]",343,345
Ep. 208,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"S1, S1*",False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,345,346
Ep. 209,"Alevinus Calvino presbytero et monacho S, Stephani scribit de rerum externarum
usu; de Eanbaldi II archiepiscopi Eboracensis incommodis; de adulatione vitanda; de
suo in Iohannis evangelium commentario, cet. a. 800 fere medio.

","Codd. H fol. 25'—29, T' fol. 104—106', A2 fol. 158'—160', (A 1 fol. 38'), A1 p. 48—52 n, 35%,","Ed . Q 101, F 58, J 149. — Migne col. 246.",DILECTISSIMO FILIO CALVINO PRESBITERO ALBINUS DEVOTUS IN CARITATE PATER SALUTEM.,"H, T*, A2, A1, A1*",False,"['Anonymi 1925', 'Eanbald 2', 'Alcuin 1', 'Caluinus 1', 'Anonymi 1926', 'Anonymi 1927', 'Gregory 1', 'Eanbald 1']","['9996', '3513', '1142', '9995', '9997', '9998', '280', '3288']",NEEDS MANUAL VALIDATION,346,350
Ep. 210,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,Paris 2826,False,"['Alcuin 1', 'George 3', 'Eanbald 2', 'Frithugils 2', 'Onia 1']","['1142', '9999', '3513', '10084', '10089']","[['Mate', '6', '8'], ['CfProv', 't0', '1']]",350,351
Ep. 211,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"T, T*",False,"['Charlemagne 1', 'Alcuin 1', 'Candidus 2']","['247', '1142', '12979']","[['CfProv', 't0', '1'], ['Pie', '1', '1']]",351,352
Ep. 212,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,352,354
Ep. 213,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"G, E, V, O",False,"['Gisla 1', 'Richtrud 1', 'Alcuin 1', 'Bede 1', 'Gregory 1']","['1208', '1209', '1142', '424', '280']",NEEDS MANUAL VALIDATION,354,357
Ep. 214,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Alcuin 1', 'Gisla 1', 'Richtrud 1']","['1142', '1208', '1209']",NEEDS MANUAL VALIDATION,357,359
Ep. 215,"Alevinus discipulis suis Romae morantibus de suo desiderio scribit. Rogat, ut pro
se precentur. Litteras poscit. a. 801 ineunte.

","Cod. H fol. 88—38's,","Ed . F 180, J 160. — Migne col. 355.",CARISSIMIS IN CHRISTO FILIIS PATER PERPETUAM SALUTEM.,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,359,359
Ep. 216,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Alcuin 1', 'Bede 1', 'Gisla 1', 'Richtrud 1', 'Candidus 2']","['1142', '424', '1208', '1209', '12979']",NEEDS MANUAL VALIDATION,359,360
Ep. 217,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Charles 2', 'Charlemagne 1', 'Alcuin 1']","['1189', '247', '1142']","[['Pie', '1', '1'], ['2 Rey', '12', '13']]",360,361
Ep. 218,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Arno 1', 'Alcuin 1']","['9847', '1142']","[['2 Rey', '12', '13'], ['Lov', '4', '26']]",361,363
Ep. 219,"Alcvinus monachis Lirinensibus de bonae conversationis fama gratulatur, precibus
corum se commendat, ad mutuam caritatem et pacem eos exhortatur. ce, 801.

",Cod. H fol. 42—43'».,"Ed . F 216, J 249. — Migne col. 495.",RELEGIOSAE CONGREGATIONI SANCTISSIMI PATRIS HONORATI! ALCHVINUS DIACONUS SALUTEM.,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,363,364
Ep. 220,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Adalhard 1', 'Alcuin 1']","['9839', '1142']",NEEDS MANUAL VALIDATION,364,364
Ep. 221,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Angilberct 1', 'Alcuin 1']","['9973', '1142']",NEEDS MANUAL VALIDATION,364,365
Ep. 222,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Adalhard 1', 'Alcuin 1']","['9839', '1142']",NEEDS MANUAL VALIDATION,365,366
Ep. 223,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,366,367
Ep. 224,"Alevinus Chrodgario comiti scribit de discipulo ad se misso. Monet, ut Carolo im-
peratori recta consilia det. De bello Beneventano. 801 post Apr. 4.

",Cod. H fol. 65'—66.,"Ed . ¥F 187, J 165. — Migne col. 376.",VIRO LAUDABILL CHRODGARIO COMITI! ALBINUS DIACONUS SALUTEM.,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,367,368
Ep. 225,"Alevinus Theodulfo archiepiscopo Aurelianensi pallium acceptum gratulatur. De
aegrotatione sua. Monet, ut praedicationi diligenter insistat. 801 post Apr. 4.

",Cod. H fol. 43'—45.,"Ed . F 193, J 166. — Migne col. 391.","PIO PATRI ET PRUDENTI MAGISTRO, NOBISQUE CUM OMNI AMORE AMPLECTENDO TEODULFO ARCHIEPISCOPO HUMILIS LEVITA ALCHVINUS SALUTEM.",H,False,"['Theodulf 1', 'Alcuin 1', 'Candidus 2']","['10088', '1142', '12979']",NEEDS MANUAL VALIDATION,368,369
Ep. 226,"Alevinus Eanbaldum II archiepiscopum Eboracensem de incommodis consolatur.
Munera mittit. De libro missali; de ordine Romano; de adversa sua valetudine.

801 post Apr. 4.
",Cod. H fol. 50—51.,"Ed . F 171, Haddan and Stubbs Councils IIT, 507—509, J 167. — Migne cot. 234.",ALBINUS SYMEONI! SACERDOTI SALUTEM.,H,False,"['Alcuin 1', 'Eanbald 2', 'Anonymi 1929', 'Anonymi 1928', 'Anonymi 1930', 'Dodo 1']","['1142', '3513', '10002', '10001', '10003', '9908']",NEEDS MANUAL VALIDATION,369,371
Ep. 227,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Arno 1', 'Alcuin 1']","['9847', '1142']",NEEDS MANUAL VALIDATION,371,371
Ep. 228,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Gisla 1', 'Richtrud 1', 'Alcuin 1']","['1208', '1209', '1142']",NEEDS MANUAL VALIDATION,371,372
Ep. 229,"Alevinus Carolo imperatori ex Italia reverso Candidum obviam mittit. Se propter
senectutem et valetudinem omnino animi saluti prospicere velle scribit; sed in coenobio
S. Martini Turonensi manere cupit. 801 Sept. vel Oct.

",CodCod. H fol. 50—51.,"Ed Ed . F 171, Haddan and Stubbs Councils IIT, 507—509, J 167. — Migne cot. 234.",,"H, T*",False,"['Charlemagne 1', 'Alcuin 1', 'Candidus 2']","['247', '1142', '12979']",NEEDS MANUAL VALIDATION,372,374
Ep. 230,"Alevinus Aethelhardum archiepiscopum Cantuariensem, Romam profecturum, hortatur,
ut peracto itinere domum revertatur. Monet, ut clericos suos comites coram Carolo im-
peratore modestos comparere iubeat. Mittit sellam et equum. Certior fieri vult, num per
Turones Roma reversurus sit. 801.
","Codd. H fol. 57'—58', A1 fol, 125—126, A 1 p. 147-148 n. 105. Initium legitur apud Willelm.  Malmesbir, Gesta pontiff. Anglor. 1. IIT p. 247, fragm. 1. I p. 17, Gesta reg. Anglor. I § 82 p. 82 ed. Stubbs.","Ed . F 62, 173, Haddan and Stubbs Councils TIE, 532, J 171. — Migne col. 257. 343.",SANCTISSIMO PATRI ET IN MEMBRIS CHRISTI VALDE VENERANDO AEDILHARDO ARCHIEPISCOPO ALCHVINUS> DIACONUS IN CHRISTI CARITATE SALUTEM.,"H, A1, A1*",False,"['Alcuin 1', 'Æthelheard 13', 'Eanbald 2', 'Charlemagne 1', 'Anonymi 1932', 'Anonymi 1934', 'Anonymous 763', 'Anonymi 1935', 'Anonymi 1933', 'Anonymi 1931']","['1142', '2121', '3513', '247', '10005', '10008', '10007', '10011', '10006', '10004']",NEEDS MANUAL VALIDATION,374,375
Ep. 231,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"T, T*, L",False,"['Alcuin 1', 'Charlemagne 1', 'Torhtmund 1', 'Æthelred 7', 'Æthelheard 13', 'Anonymi 1936', 'Offa 7', 'Ceolmund 2']","['1142', '247', '10010', '2127', '2121', '10012', '305', '5276']",NEEDS MANUAL VALIDATION,375,376
Ep. 232,"Alevinus Eanbaldo II archicpiscopo Eboracensi: nuntiat Acthelhardum archicpiscopum
Cantuariensem, Romam proficiscentem, in cella S. Iudoci bene receptum esse. Addit de
eius cum Eardulfo Northanhumbrorum rege inimicitiis, Constantiam suadet. De sua
abdicatione. 801 post Apr. 5.

","Cod. H fol. 24—25'8,","Ed . F 174, Haddan and Stubbs Councils IIT, 534—536, J 173. — Migne col. 345.",FILIO VOTORUM MEORUM SYMEONI SACERDOTI ALBINUS SALUTEM.,H,False,"['Alcuin 1', 'Eanbald 2', 'Anonymous 764', 'Æthelheard 13', 'Anonymi 1935', 'Ceolmund 2', 'Torhtmund 1', 'Charlemagne 1', 'Anonymi 1939', 'Anonymi 1926', 'Dodo 1', 'Æthelred 7', 'Ælfwald 7', 'Eardwulf 4', 'Anonymi 1937', 'Anonymous 765', 'Eanbald 1', 'Æthelberht 8', 'Anonymi 1938', 'Anonymi 1984']","['1142', '3513', '10014', '2121', '10011', '5276', '10010', '247', '10017', '9997', '9908', '2127', '7250', '7277', '10013', '10015', '3288', '10874', '10016', '10092']",NEEDS MANUAL VALIDATION,376,378
Ep. 233,"Alevinus Calvino presbytero et monacho S. Stephani et Cuculo scribit, commoneant
Eanbaldum IT archiepiscopum Eboracensem, ab Eardulfo rege’ Northanhumbrorum in-
festatum, ne animo deficiat, ne alienas possessiones appetat, ne nimis multos milites alat.
Se munus abbatis deposuisse. 801.

",Cod. H fol. 61—61'.,"Ed . F 175, J 174, — Migne col. 247.",ALBINUS CALVINO ET CUCULO CARISSIMIS FILIIS SALUTEM.,H,False,"['Alcuin 1', 'Caluinus 1', 'Dodo 1', 'Eanbald 2', 'Anonymi 1942', 'Eardwulf 4', 'Anonymous 765', 'Anonymi 1938', 'Æthelberht 8', 'Anonymi 1943', 'Anonymi 1947', 'Credulus 1', 'Anonymi 1940', 'Anonymi 1941', 'Anonymi 1944', 'Anonymi 1945', 'Anonymi 1946']","['1142', '9995', '9908', '3513', '10020', '7277', '10015', '10016', '10874', '10021', '10025', '3516', '10018', '10019', '10022', '10023', '10024']","[['Lov', '4', '26'], ['Keele', '4', '12']]",378,379
